storyID,characterID,AliasCharacters,sentenceID
112,Tokoh-2,"Sang Prabu Singa, prabu Singa, Prabu Singa, Sang Singa","2, 5, 7, 13, 17, 18, 23, 28, 29, 31"
112,Tokoh-3,"Patih Sambada, I Patih Sambada, I Sambada, Sambada","4, 10, 11, 16, 23, 25, 29"
112,Tokoh-4,I Nohan,"4, 29"
112,Tokoh-5,I Tatit,"4, 10, 29"
112,Tokoh-6,"sawatek asu alase, sawatek asune, asune makejang","3, 8, 29"
112,Tokoh-7,"Ratu Pranda, I ratu, I Ratu","17, 18, 27"
112,Tokoh-8,I Lembu,21
112,Tokoh-9,Ratu Sri Mregapati,23
113,Tokoh-1,"Sang Rama, Ida Sang Rama, Dewa Sang Rama","1, 3, 6, 8, 13, 16, 28, 30, 31, 33, 34, 35, 36, 38"
113,Tokoh-2,"Ida Sang Laksmana, Sang Laksmana, Ida Sang laksmana","2, 6, 28"
113,Tokoh-3,"Ida Dewi Sita, Dewi Sita","2, 6, 28"
113,Tokoh-4,Ida Maharesi Atri,3
113,Tokoh-5,Ida Sang Ragutama,5
113,Tokoh-6,"I Wirada, I raksasa, i raksasa Wirada","7, 8, 11, 13"
113,Tokoh-7,I Kala Mertiyu,11
113,Tokoh-8,Bagawan Sarabangga,"14, 16"
113,Tokoh-9,"I dewa, I Dewa","16, 20, 21, 22, 23, 25"
113,Tokoh-10,"Ida Sang Yogi Sutiksna, Ida Sang Resi Yogi Sutiksna, Ida Resi Sutiksna","21, 25, 30"
113,Tokoh-11,"Ida Sang Maharesi, Ida Sang Resi, ida sang maharesi","4, 26, 33, 37"
113,Tokoh-13,Ida Sang Barata,1
114,Tokoh-1,"I Semut Api, Semut Api","1, 7, 11, 21, 23, 25, 26, 27, 34, 42, 45, 47, 53, 59, 61, 65, 70"
114,Tokoh-2,rombonganne I Sidem,2
114,Tokoh-3,I Sidem,"9, 14, 21, 24, 26, 34, 42, 45, 47, 54, 59, 61, 65, 70"
114,Tokoh-4,"semute-semute, Semute ento, Semute, Semut-semut, semut-semut, Makatelu semute ento","3, 35, 47, 55"
114,Tokoh-5,timpal-timpalne,30
114,Tokoh-6,I Semangah,"35, 37, 39, 40, 41, 45"
114,Tokoh-7,nyaman-nyamanne,41
114,Tokoh-8,"semut mewarna coklat, semut coklat ane mara teka ento","34, 43"
115,Tokoh-1,"I Pagul, Bli Pagul, Beli Pagul, Bli, Beli","1, 4, 19, 22, 23, 25, 41, 42, 44, 45, 73, 80, 99, 101, 102, 103, 105, 106"
115,Tokoh-2,"Ni Luh Lancah, Luh Lancah, Luh LAncah","1, 10, 19, 20, 27, 31, 36, 43, 44, 45, 58, 61, 76, 83, 95, 101, 108, 117, 118, 125, 143"
115,Tokoh-3,I Badeng,"14, 32, 51, 63, 120"
115,Tokoh-4,I Biing,"15, 31, 49, 63, 86, 87, 120"
115,Tokoh-5,"I Grungsung, I Grungsang, I grungsang","16, 17, 34, 56, 68, 72, 87, 92, 94"
115,Tokoh-6,"I Saa-sangkur, Saa-sangkur, I Siap Saa-sangkur, Siap I Saa-sangkur","34, 55, 61, 65, 71, 88, 93, 101, 104, 120, 126, 138"
115,Tokoh-7,I Selem,"84, 87"
115,Tokoh-8,"tukang emasne, Jero tukang, I tukang emas","111, 112, 113"
115,Tokoh-9,"siapne, siape, Makejang siapne","33, 52, 118, 119, 124"
116,Tokoh-1,"I Siap Selem, I Siap selem, Siap Selem","1, 3, 4, 11, 12, 13, 16, 18, 20, 21, 22, 26, 34, 36, 38, 39, 45, 49, 53"
116,Tokoh-2,"I Doglagan, Cening Doglagan, Doglagan","2, 9, 38, 39, 40, 52, 56, 57, 58, 59, 62, 63, 67, 69, 70, 72"
116,Tokoh-3,"Meng Kuuk, Jero Meong, I Meng Kuuk, jero para meong","14, 16, 18, 20, 23, 27, 34, 36, 38, 41, 49, 51, 54, 56, 57, 61, 63, 69, 70, 71, 72"
116,Tokoh-4,"panak-panakne, pianakne kelihan, pianakne lianan, pianak-pianakne, pianak-pianak, panakne, pianakne, pianak I Siap Seleme, pianakne ane paling keliha, pianakne lenan","4, 6, 7, 11, 12, 16, 18, 21, 23, 26, 30, 33, 36, 53, 56, 61"
116,Tokoh-5,"Me, me, meme, Meme","5, 7, 25, 26, 29, 40, 53"
117,Tokoh-1,"I Ketimun Mas, Ketimun Mas","3, 6, 9, 10, 17, 22, 33, 38, 40, 41, 44, 45, 47, 51, 58, 61, 62, 64, 75, 78"
117,Tokoh-2,"memene, meme, i meme, memenne, Meme, Memenne, memenne I Ketimun Mas, Men Ketimun Mas","5, 6, 9, 10, 11, 15, 17, 21, 25, 26, 29, 33, 41, 42, 52, 57, 59, 60, 77, 79"
117,Tokoh-3,"I Raksasa, I Raksasa ento","10, 13, 14, 23, 29, 32, 34, 38, 44, 46, 48, 50, 58, 61, 66"
117,Tokoh-4,"i pengangon bebek, i pengangon, anak ngangon bebek, pangangon ento, jero pengangon bebek","30, 31, 32, 36, 38"
117,Tokoh-5,"buta, Buta, I Buta","49, 50, 65, 70, 71"
117,Tokoh-6,"bongol, Bongol, I Bongol","49, 50, 65, 72, 73"
117,Tokoh-7,"meong, Sang Meong, meonge, I Meong","59, 60, 63, 68, 71, 72, 73, 76, 79, 80"
117,Tokoh-8,"bikul, Sang Bikul, I Bikul","59, 60, 63, 67, 74, 76, 79, 80"
117,Tokoh-9,"Cening, cening","6, 10, 24, 26, 40, 78"
118,Tokoh-1,I Aget,"1, 12, 16, 42, 45, 47, 50, 52, 53, 54, 55, 57, 58, 59, 60"
118,Tokoh-2,Ida Sang Prabu,"47, 52, 53, 54"
118,Tokoh-3,"kurenan I Agete, kurenane","48, 49, 50"
118,Tokoh-4,papatih Idane,49
118,Tokoh-5,"Ida Anake Agung, anake agung","48, 55, 56"
118,Tokoh-6,"anake luh ento, anake luh, Ane luh, anake eluh ento, anake ento","28, 30, 35, 42, 44, 45, 51"
118,Tokoh-8,anak luh bajang,27
119,Tokoh-1,"pedando, Ida Pedanda","1, 6, 7, 11, 13"
119,Tokoh-2,"yuyu punika, yuyune punika, Yuyune punika, I Yuyu, I Yuyune","3, 4, 5, 8, 9, 12, 13"
119,Tokoh-3,I Lelipi,"6, 8"
119,Tokoh-4,"I Guak, I guak","6, 8"
120,Tokoh-1,"I Lutung, Lutung, lutung, I lutung","1, 2, 3, 4, 5, 12, 13, 14, 15, 22, 24, 27, 39, 47, 52, 54, 56, 67, 73, 75, 83, 84, 87, 88, 89, 91, 92, 94, 95, 101, 103, 105"
120,Tokoh-2,"I Kekua, I kekua, Kekua, kekua","1, 2, 3, 4, 6, 13, 15, 16, 17, 19, 24, 32, 37, 47, 51, 52, 53, 54, 55, 67, 72, 73"
120,Tokoh-3,"I Pekak Dukuh, I Pekak, I Pekak dukuh, I pekak dukuh, dukuh","14, 15, 16, 17, 36, 45, 55, 60, 67, 73, 81, 82"
120,Tokoh-4,"niluh kancrung, luh, lauh kancrung","24, 65, 67, 70"
120,Tokoh-5,"cucune pekak dukuh, cucune","39, 55, 56, 60"
120,Tokoh-6,"Beli Lutung, beli","49, 50, 52"
120,Tokoh-7,"pekakne, Pekak, pekak","56, 67, 77, 79, 81"
120,Tokoh-8,"Ida sang prabu, Ida Sang Prabu, Ida Sang Prabhu, Sang prabu, ida Sang prabu","87, 88, 89, 93, 95, 101, 105"
120,Tokoh-9,parekane,"87, 88"
120,Tokoh-10,I Yuyu,"104, 105, 106, 107, 110"
120,Tokoh-11,"I Udang, udange","104, 105, 107, 110"
120,Tokoh-12,"kebone, kebone gede","106, 107"
120,Tokoh-13,"adi kekua, adi","49, 50"
